,Term,fdr,es,nes
2286,negative regulation of biosynthetic process (GO:0009890),1.0,-0.6269622668114536,-0.967714312613643
2287,histone lysine demethylation (GO:0070076),1.0,0.2988131094927816,0.5623128692715651
2288,diol biosynthetic process (GO:0034312),1.0,-0.5748478396267416,-0.8908672709011377
2289,melanosome transport (GO:0032402),1.0,-0.36356548504541397,-0.5551484898593144
2290,negative regulation of chemotaxis (GO:0050922),1.0,-0.5826500743910712,-0.9109413028879179
2291,regulation of cardiac muscle cell proliferation (GO:0060043),1.0,-0.5875615857907918,-0.9091193032961931
2292,positive regulation of proteolysis (GO:0045862),1.0,-0.6162004359874527,-0.9861373294332613
2293,regulation of actin filament-based process (GO:0032970),1.0,-0.6140475002183072,-0.994141376460641
2294,RNA destabilization (GO:0050779),1.0,0.29697736748064313,0.6521445532924731
2295,negative regulation of transferase activity (GO:0051348),1.0,-0.27537770816440876,-0.4316150169563525
2296,mitochondrial translational elongation (GO:0070125),1.0,0.2779945036441273,0.5826285054675377
2297,double-strand break repair via homologous recombination (GO:0000724),1.0,-0.3232486225439552,-0.5220397916252262
2298,response to UV (GO:0009411),1.0,-0.5603575138404453,-0.91754499322179
2299,positive regulation of cell differentiation (GO:0045597),1.0,-0.6130489955206356,-0.9980490595824391
2300,regulation of cardiac muscle hypertrophy (GO:0010611),1.0,-0.6532096239496453,-0.9959301689964514
2301,"RNA splicing, via transesterification reactions (GO:0000375)",1.0,-0.45527417138487913,-0.7149122718162202
2302,regulation of intracellular pH (GO:0051453),1.0,-0.5627321879668518,-0.8886392640991183
2303,response to organophosphorus (GO:0046683),1.0,-0.5141183666456638,-0.7865109546469385
2304,positive regulation of axon extension (GO:0045773),1.0,-0.5010519322039129,-0.769879624733183
2305,dendritic spine organization (GO:0097061),1.0,-0.573385357191235,-0.8865451643157274
2306,regulation of ion transport (GO:0043269),1.0,-0.5067001581708103,-0.7997438590919583
2307,tRNA export from nucleus (GO:0006409),1.0,0.32523837902264596,0.95052526333041
2308,homologous chromosome segregation (GO:0045143),1.0,-0.564691046170255,-0.856337676949514
2309,negative regulation of mitotic cell cycle (GO:0045930),1.0,-0.6253979553149458,-0.9833044957615666
2310,cellular response to retinoic acid (GO:0071300),1.0,-0.5612599650482866,-0.8735810504295385
2311,calcium-ion regulated exocytosis (GO:0017156),1.0,-0.5868637128941157,-0.9116371572476858
2312,actin filament organization (GO:0007015),1.0,-0.5625106777933748,-0.9179045918436991
2313,regulation of protein-containing complex assembly (GO:0043254),1.0,-0.5989955366927177,-0.9664868240734457
2314,cilium assembly (GO:0060271),1.0,-0.4137622661103318,-0.6765757379981209
2315,neuromuscular process (GO:0050905),1.0,-0.5231483580648137,-0.8092567031609645
2316,translational termination (GO:0006415),1.0,0.2678496659407147,0.5305349127665353
2317,regulation of cardiac conduction (GO:1903779),1.0,-0.41528174825907144,-0.6592934849538186
2318,regulation of mitotic spindle assembly (GO:1901673),1.0,-0.45837333087088994,-0.6929200718884317
2319,signal release from synapse (GO:0099643),1.0,-0.5625949383942584,-0.8704767377867555
2320,negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051),1.0,-0.4584019128964847,-0.7168590604563405
2321,negative regulation of cellular amide metabolic process (GO:0034249),1.0,-0.4818389787194475,-0.7907530000391699
2322,positive regulation of Wnt signaling pathway (GO:0030177),1.0,-0.5104662197827332,-0.8315213017566093
2323,protein modification by small protein conjugation (GO:0032446),1.0,-0.5153682525479231,-0.8475220734381345
2324,regulation of muscle contraction (GO:0006937),1.0,-0.5257331091138989,-0.8374031875746503
2325,regulation of synapse organization (GO:0050807),1.0,-0.5497279604880908,-0.832686427912769
2326,DNA duplex unwinding (GO:0032508),1.0,-0.5359110476068742,-0.8432431003541264
2327,cation transmembrane transport (GO:0098655),1.0,-0.5494583314042365,-0.8622886799139657
2328,cellular macromolecule biosynthetic process (GO:0034645),1.0,-0.37709035650386935,-0.6262394254967805
2329,negative regulation of response to wounding (GO:1903035),1.0,-0.5310620849049418,-0.8140535637382135
2330,mitochondrion localization (GO:0051646),1.0,-0.4219346425401366,-0.6432832496984187
2331,"nucleotide-excision repair, DNA incision (GO:0033683)",1.0,-0.3361755348087132,-0.522242347492109
2332,mitotic cytokinesis (GO:0000281),1.0,-0.38779342716050524,-0.6157059727797491
2333,inorganic anion transmembrane transport (GO:0098661),1.0,-0.5982452037237049,-0.9628690416512155
2334,barbed-end actin filament capping (GO:0051016),1.0,-0.6184590527317207,-0.964068793256404
2335,ribosome assembly (GO:0042255),1.0,-0.45360697434413816,-0.7111348754616437
2336,presynaptic endocytosis (GO:0140238),1.0,-0.4225068068599409,-0.6732078539862374
2337,negative regulation of RNA splicing (GO:0033119),1.0,-0.5321654296555147,-0.8340106164035392
2338,male gonad development (GO:0008584),1.0,-0.5781027004575705,-0.9081048629476465
2339,regulation of water loss via skin (GO:0033561),1.0,-0.6548622990912046,-0.9854817756895116
2340,protein secretion (GO:0009306),1.0,-0.6189152962102767,-0.9584669829088595
2341,ncRNA catabolic process (GO:0034661),1.0,-0.3073921263874601,-0.47275402051974424
2342,regulation of phosphoprotein phosphatase activity (GO:0043666),1.0,-0.5566897520966256,-0.8741480402972455
2343,protein ubiquitination (GO:0016567),1.0,-0.4858116897857595,-0.8013717669265384
2344,mitotic intra-S DNA damage checkpoint signaling (GO:0031573),1.0,-0.40321007338130604,-0.6108268583108274
2345,axon development (GO:0061564),1.0,-0.39381973481016386,-0.6216865677466014
2346,postreplication repair (GO:0006301),1.0,-0.41522917500221146,-0.6554672322132624
2347,regulation of developmental growth (GO:0048638),1.0,-0.5314045940361002,-0.8282212415887062
2348,protein quality control for misfolded or incompletely synthesized proteins (GO:0006515),1.0,-0.5328060843180051,-0.839209448560534
2349,regulation of smooth muscle contraction (GO:0006940),1.0,-0.5822173030462838,-0.9163434702317392
2350,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",1.0,-0.4277422835277792,-0.6785975172518334
2351,ATP-dependent chromatin remodeling (GO:0043044),1.0,-0.3524815684604679,-0.556390413716303
2352,vascular transport (GO:0010232),1.0,-0.5643994382979849,-0.9124049903182261
2353,regulation of TORC1 signaling (GO:1903432),1.0,-0.4497091654357884,-0.7021649924681967
2354,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)",1.0,-0.2951096442314509,-0.4781823409768773
2355,intracellular protein transport (GO:0006886),1.0,-0.5147571392053197,-0.8442602923041942
2356,protein polyubiquitination (GO:0000209),1.0,-0.4769024197107688,-0.7877750777488373
2357,negative regulation of transposition (GO:0010529),1.0,-0.5870846331743869,-0.9055804457970663
2358,negative regulation of macroautophagy (GO:0016242),1.0,-0.5878083304744999,-0.9121164579892376
2359,protein localization to chromosome (GO:0034502),1.0,-0.42372020646920094,-0.6669965586379739
2360,G1/S transition of mitotic cell cycle (GO:0000082),1.0,-0.5030110824046592,-0.8032927821927968
2361,snRNA metabolic process (GO:0016073),1.0,-0.6156212692710425,-0.942189362995763
2362,regulation of type I interferon-mediated signaling pathway (GO:0060338),1.0,-0.5509136228925549,-0.8638650848901578
2363,membrane assembly (GO:0071709),1.0,0.5788434095177374,0.7929240822913324
2364,regulation of steroid metabolic process (GO:0019218),1.0,-0.453299584037914,-0.6773791758393121
2365,mitotic G2/M transition checkpoint (GO:0044818),1.0,-0.501565500671366,-0.802610059273693
2366,DNA biosynthetic process (GO:0071897),1.0,-0.3972435557930621,-0.6058609639495739
2367,regulation of autophagy of mitochondrion (GO:1903146),1.0,-0.6024093926947318,-0.9429730005078371
2368,positive regulation of exocytosis (GO:0045921),1.0,-0.6178847808399384,-0.9581158261377265
2369,regulation of p38MAPK cascade (GO:1900744),1.0,-0.5710657853876345,-0.8999097718367028
2370,response to ketone (GO:1901654),1.0,-0.5959313009267552,-0.9359552082747365
2371,glial cell development (GO:0021782),1.0,-0.5874217213195052,-0.9094635497921189
2372,negative regulation of cellular metabolic process (GO:0031324),1.0,-0.6228913185349414,-0.9965191958809931
2373,digestive tract morphogenesis (GO:0048546),1.0,-0.5571034221196697,-0.8537042424416091
2374,transition metal ion homeostasis (GO:0055076),1.0,-0.6299949618096817,-1.0014270031063734
2375,ubiquitin-dependent protein catabolic process (GO:0006511),1.0,-0.4587736190488052,-0.7536758661578593
2376,inner ear morphogenesis (GO:0042472),1.0,-0.569673036041881,-0.8775570976040971
2377,dephosphorylation (GO:0016311),1.0,-0.5435642722263649,-0.8924905469194592
2378,activation of GTPase activity (GO:0090630),1.0,-0.602338791900689,-0.9711848992443025
2379,regulation of stem cell population maintenance (GO:2000036),1.0,-0.4995869185086693,-0.7575638702749024
2380,multivesicular body organization (GO:0036257),1.0,-0.3161869834130219,-0.49355665704565155
2381,cellular response to hormone stimulus (GO:0032870),1.0,-0.5716559792789918,-0.9181718561239698
2382,nitric oxide biosynthetic process (GO:0006809),1.0,-0.6507890867465183,-0.9910043443455211
2383,anterograde synaptic vesicle transport (GO:0048490),1.0,0.4067636530650275,0.7426343359379103
2384,negative regulation of transport (GO:0051051),1.0,-0.6188064912484342,-0.9814021429288553
2385,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)",1.0,-0.5023546130357699,-0.7602846780623372
2386,"synaptic transmission, glutamatergic (GO:0035249)",1.0,-0.6558923779180794,-1.0015825138787773
2387,positive regulation of protein metabolic process (GO:0051247),1.0,-0.58865070730892,-0.9590934615301371
2388,regulation of epithelial cell migration (GO:0010632),1.0,-0.6009495941054883,-0.9420303978948719
2389,protein lipidation (GO:0006497),1.0,-0.2957280431384659,-0.4792093782780117
2390,regulation of double-strand break repair via nonhomologous end joining (GO:2001032),1.0,-0.6123033704611501,-0.9502937978808972
2391,dicarboxylic acid metabolic process (GO:0043648),1.0,-0.5945255054350616,-0.9492802440859903
2392,positive regulation of RNA splicing (GO:0033120),1.0,0.2624562448797199,0.40756735819203405
2393,COPII vesicle coating (GO:0048208),1.0,-0.5920470247058477,-0.9643613954703678
2394,axonogenesis (GO:0007409),1.0,-0.48323189022142427,-0.783100638585753
2395,atrioventricular valve morphogenesis (GO:0003181),1.0,-0.3876531299679547,-0.582438089409195
2396,peptidyl-lysine dimethylation (GO:0018027),1.0,-0.5561901556467331,-0.8527983013520419
2397,regulation of TOR signaling (GO:0032006),1.0,-0.4924160680771404,-0.7903777952688984
2398,cellular respiration (GO:0045333),1.0,-0.3199511584396626,-0.5074742463485932
2399,regulation of cellular response to stress (GO:0080135),1.0,-0.5200428185088388,-0.8432188103282233
2400,organelle fission (GO:0048285),1.0,-0.5665464494772023,-0.8875720769231484
2401,positive regulation of cellular amide metabolic process (GO:0034250),1.0,-0.5876867280329386,-0.9636583507348649
2402,regulation of cation channel activity (GO:2001257),1.0,-0.5208866086144138,-0.8231411341588132
2403,small GTPase mediated signal transduction (GO:0007264),1.0,-0.5798286013313405,-0.9385635699027944
2404,ubiquitin-dependent ERAD pathway (GO:0030433),1.0,-0.3560867021665431,-0.5701606597043527
2405,calcium ion import into cytosol (GO:1902656),1.0,-0.6529606568666662,-0.9859467058617938
2406,selective autophagy (GO:0061912),1.0,-0.5253461574698796,-0.8424880734789016
2407,regulation of synaptic vesicle exocytosis (GO:2000300),1.0,-0.304300830648558,-0.45897631397051214
2408,oligosaccharide biosynthetic process (GO:0009312),1.0,-0.5737427076195964,-0.867006097384951
2409,regulation of neuron migration (GO:2001222),1.0,-0.47611148697407674,-0.7297095764739712
2410,clathrin coat assembly (GO:0048268),1.0,-0.43697167511058055,-0.6611425465599077
2411,Golgi to endosome transport (GO:0006895),1.0,-0.4027686606750204,-0.6340174048684338
2412,embryonic organ development (GO:0048568),1.0,-0.630428002819389,-0.9944913866470059
2413,mesoderm formation (GO:0001707),1.0,-0.622577987467521,-0.9578912751410217
2414,chromosome condensation (GO:0030261),1.0,-0.561723747533381,-0.8907982898082678
2415,base-excision repair (GO:0006284),1.0,-0.47384165732643924,-0.7496462260578899
2416,modulation of excitatory postsynaptic potential (GO:0098815),1.0,-0.5596921071757252,-0.8569481426429937
2417,DNA methylation (GO:0006306),1.0,-0.38128030727663975,-0.5941696276430153
2418,regulation of telomere maintenance via telomerase (GO:0032210),1.0,-0.38249651844567434,-0.6158664445821532
2419,lamellipodium assembly (GO:0030032),1.0,-0.6372392031509757,-0.9772328050549084
2420,cellular response to nerve growth factor stimulus (GO:1990090),1.0,-0.3766372785773864,-0.5791204162448674
2421,regulation of epithelial cell differentiation (GO:0030856),1.0,-0.6118050367963782,-0.9537981179599824
2422,nucleobase-containing small molecule catabolic process (GO:0034656),1.0,-0.6336041980685988,-0.9703307897366036
2423,porphyrin-containing compound biosynthetic process (GO:0006779),1.0,-0.5358818274606008,-0.8439555195883147
2424,negative regulation of TOR signaling (GO:0032007),1.0,-0.42284385235839683,-0.6687236186467402
2425,triglyceride metabolic process (GO:0006641),1.0,-0.6037397962672033,-0.9548874385600709
2426,double-strand break repair (GO:0006302),1.0,-0.3395031241794704,-0.5485082109569955
2427,negative regulation of mRNA processing (GO:0050686),1.0,-0.5714719618931021,-0.8781041768046903
2428,mitotic spindle organization (GO:0007052),1.0,-0.31662234064830025,-0.5151628641903677
2429,DNA replication initiation (GO:0006270),1.0,-0.32774835125632806,-0.517931905175571
2430,regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),1.0,-0.5470094563347386,-0.876750876352017
2431,protein import (GO:0017038),1.0,-0.4319471331241135,-0.6934719075696848
2432,negative regulation of kinase activity (GO:0033673),1.0,-0.5403564993559844,-0.880860380098994
2433,regulation of dopamine secretion (GO:0014059),1.0,-0.5691625987459565,-0.858596996651607
2434,regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143),1.0,-0.6071035510950753,-0.9735497485461925
2435,regulation of calcium ion-dependent exocytosis (GO:0017158),1.0,-0.5832323658993591,-0.9163463824640571
2436,resolution of meiotic recombination intermediates (GO:0000712),1.0,-0.3228741144740652,-0.49744962414351895
2437,regulation of intracellular estrogen receptor signaling pathway (GO:0033146),1.0,-0.5884588428607707,-0.9254988096157127
2438,nuclear membrane organization (GO:0071763),1.0,-0.4435161259295489,-0.6962170233492888
2439,protein monoubiquitination (GO:0006513),1.0,-0.39826257656976083,-0.638149222285434
2440,regulation of transmembrane transport (GO:0034762),1.0,-0.49510196082586516,-0.7539307147407583
2441,negative regulation of neuron differentiation (GO:0045665),1.0,-0.6195651741481274,-0.9771512900663768
2442,mRNA destabilization (GO:0061157),1.0,-0.5186208163995799,-0.8227361180673148
2443,cellular response to UV (GO:0034644),1.0,-0.588492660897873,-0.9528718192039727
2444,response to amino acid (GO:0043200),1.0,-0.5870174350923922,-0.9238432374240207
2445,"synaptic transmission, cholinergic (GO:0007271)",1.0,-0.5042902643666356,-0.7630543724254596
2446,peptidyl-threonine phosphorylation (GO:0018107),1.0,-0.49602033217503116,-0.7889746740092959
2447,synaptic vesicle cycle (GO:0099504),1.0,-0.589243943645549,-0.90725942206011
2448,gene silencing by miRNA (GO:0035195),1.0,-0.5722681834815295,-0.9087834495694086
2449,transferrin transport (GO:0033572),1.0,-0.5231860180393522,-0.8189440662247298
2450,cell junction assembly (GO:0034329),1.0,-0.52544663430731,-0.8538645428819163
2451,regulation of ion transmembrane transporter activity (GO:0032412),1.0,-0.5381180161044452,-0.8376376707063694
2452,positive regulation of developmental process (GO:0051094),1.0,-0.4908139171557366,-0.8010545071681172
2453,DNA-dependent DNA replication maintenance of fidelity (GO:0045005),1.0,-0.6071530512630133,-0.9657263743466539
2454,presynapse assembly (GO:0099054),1.0,0.27629574266013557,0.41109696931418727
2455,regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901028),1.0,-0.2342567693052345,-0.3527513794982216
2456,phospholipid dephosphorylation (GO:0046839),1.0,-0.5211041095763401,-0.8306194455094351
2457,regulation of neuronal synaptic plasticity (GO:0048168),1.0,-0.32180659632935915,-0.4945720522988669
2458,regulation of double-strand break repair via homologous recombination (GO:0010569),1.0,-0.6273887084548624,-0.9943465614299232
2459,protein ADP-ribosylation (GO:0006471),1.0,-0.525467799022131,-0.829681215386388
2460,regulation of catecholamine secretion (GO:0050433),1.0,-0.5933232162655361,-0.9057573714953401
2461,regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178),1.0,-0.6193990266586265,-0.9627843588953288
2462,mitotic G2 DNA damage checkpoint signaling (GO:0007095),1.0,-0.4964836088378523,-0.7891214990115346
2463,cardiac myofibril assembly (GO:0055003),1.0,-0.5607706896080917,-0.8525745884232656
2464,3'-UTR-mediated mRNA destabilization (GO:0061158),1.0,-0.5900716918743826,-0.8817256398123716
2465,positive regulation of nucleic acid-templated transcription (GO:1903508),1.0,-0.5565503768941843,-0.9166062501043812
2466,protein K63-linked deubiquitination (GO:0070536),1.0,-0.5913106039418081,-0.9188521677657362
2467,post-translational protein modification (GO:0043687),1.0,-0.5621858456558843,-0.9234388911681607
2468,peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine (GO:0018231),1.0,-0.527541555853914,-0.8297014718749139
2469,lipid translocation (GO:0034204),1.0,-0.5972207257208781,-0.9234390542780819
2470,cell cycle G1/S phase transition (GO:0044843),1.0,-0.4783584245570283,-0.7557442386804525
2471,cellular response to arsenic-containing substance (GO:0071243),1.0,-0.521292556585214,-0.8013170252966679
2472,regulation of glucose import (GO:0046324),1.0,-0.5951093410820433,-0.9389561906478238
2473,positive regulation of microtubule polymerization or depolymerization (GO:0031112),1.0,-0.3612398519412607,-0.5658810442173589
2474,transforming growth factor beta receptor signaling pathway (GO:0007179),1.0,-0.5102121895575273,-0.8208682012486496
2475,regulation of rhodopsin mediated signaling pathway (GO:0022400),1.0,-0.6141774787926123,-0.9433413845531177
2476,regulation of centrosome duplication (GO:0010824),1.0,-0.4497181572980079,-0.6941706807271134
2477,neurotransmitter transport (GO:0006836),1.0,-0.46181555524104523,-0.7353556307508713
2478,wound healing (GO:0042060),1.0,-0.5727073035694978,-0.9026048048357471
2479,rRNA processing (GO:0006364),1.0,-0.33417887335380814,-0.5406663748240217
2480,peroxisome organization (GO:0007031),1.0,-0.5204333459030798,-0.8281589734359092
2481,DNA repair (GO:0006281),1.0,-0.339793928087269,-0.5521569930408964
2482,potassium ion import across plasma membrane (GO:1990573),1.0,-0.44536382720469514,-0.7070683622206851
2483,regulation of translation (GO:0006417),1.0,-0.4886590181434195,-0.7982545970912237
2484,cellular response to transforming growth factor beta stimulus (GO:0071560),1.0,-0.5730007981588163,-0.9253002609066227
2485,regulation of G0 to G1 transition (GO:0070316),1.0,-0.35335727888684604,-0.5642567168369345
2486,polyol metabolic process (GO:0019751),1.0,-0.577807815009915,-0.9117126423079567
2487,negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059),1.0,-0.2478701913354852,-0.3937064841445686
2488,glycogen metabolic process (GO:0005977),1.0,-0.3976951800063724,-0.6151975147821321
2489,phosphorylation (GO:0016310),1.0,-0.606940062370719,-1.0012215379390528
2490,mitotic cell cycle checkpoint signaling (GO:0007093),1.0,-0.5688514844915438,-0.9048864698795539
2491,regulation of mRNA catabolic process (GO:0061013),1.0,-0.40864602930153987,-0.6704066044571549
2492,mitotic cytokinetic process (GO:1902410),1.0,-0.3491029052548521,-0.5435640446247476
2493,melanosome localization (GO:0032400),1.0,-0.33336671213211394,-0.5105752987786699
2494,negative regulation of telomere maintenance via telomerase (GO:0032211),1.0,-0.298592718562668,-0.46657052775363683
2495,regulation of protein targeting to mitochondrion (GO:1903214),1.0,-0.6113419254751536,-0.9630263601580165
2496,negative regulation of smoothened signaling pathway (GO:0045879),1.0,-0.5112633871715278,-0.787148951782789
2497,supramolecular fiber organization (GO:0097435),1.0,-0.5339679726027081,-0.8816552223141462
2498,negative regulation of signal transduction in absence of ligand (GO:1901099),1.0,-0.649323026667279,-0.9942695484290994
2499,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",1.0,-0.47470847899385515,-0.7577296522580189
2500,positive regulation of protein tyrosine kinase activity (GO:0061098),1.0,-0.6279546256759971,-0.9950789736990182
2501,'de novo' posttranslational protein folding (GO:0051084),1.0,0.2988343078470075,0.5360438031104046
2502,double-strand break repair via nonhomologous end joining (GO:0006303),1.0,-0.3491662893935403,-0.5499763621383984
2503,maintenance of protein localization in organelle (GO:0072595),1.0,-0.6058676445360272,-0.9150953632063946
2504,negative regulation of reproductive process (GO:2000242),1.0,-0.6583459159143463,-0.9990694712920428
2505,regulation of clathrin-dependent endocytosis (GO:2000369),1.0,-0.5626421758276127,-0.8409045638347081
2506,regulation of cell cycle (GO:0051726),1.0,-0.6084480752783687,-0.9974751487336738
2507,positive regulation of TORC1 signaling (GO:1904263),1.0,-0.29773185819607756,-0.4487395801004709
2508,termination of RNA polymerase I transcription (GO:0006363),1.0,-0.33131262704846454,-0.5209609076686028
2509,positive regulation of ubiquitin-protein transferase activity (GO:0051443),1.0,-0.2938325482136851,-0.46260102096421146
2510,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881),1.0,-0.4711911155367235,-0.7121442458993723
2511,autophagy of mitochondrion (GO:0000422),1.0,-0.38585235353190833,-0.6259702347930446
2512,regulation of hippo signaling (GO:0035330),1.0,0.3069580007519919,0.6805899985141669
2513,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",1.0,-0.612216271436346,-0.9907597576822945
2514,regulation of cardiac muscle cell contraction (GO:0086004),1.0,0.4577084069677192,0.8939827516077519
2515,phosphatidylcholine biosynthetic process (GO:0006656),1.0,-0.4874042820658603,-0.7538885990309857
2516,regulation of cellular amide metabolic process (GO:0034248),1.0,-0.5393437325879578,-0.8322957815675174
2517,protein acetylation (GO:0006473),1.0,-0.5120256885106446,-0.8134607498999897
2518,protein deacylation (GO:0035601),1.0,-0.29999990284813877,-0.45645523035525704
2519,cell-cell junction assembly (GO:0007043),1.0,-0.5700492923734147,-0.9087034675952355
2520,nitric oxide mediated signal transduction (GO:0007263),1.0,-0.6323145847099805,-0.9817634582197119
2521,RNA 3'-end processing (GO:0031123),1.0,-0.32114432521206726,-0.5161909236975245
2522,regulation of spindle organization (GO:0090224),1.0,-0.5858203693078677,-0.9086949829677156
2523,negative regulation of proteasomal protein catabolic process (GO:1901799),1.0,-0.4043674509791012,-0.6415235270219778
2524,N-terminal protein amino acid acetylation (GO:0006474),1.0,-0.3383381153256097,-0.5095860775427289
2525,embryonic cranial skeleton morphogenesis (GO:0048701),1.0,-0.5271566643310598,-0.8045003386726834
2526,non-canonical Wnt signaling pathway (GO:0035567),1.0,-0.3678828284228447,-0.5959862737088654
2527,energy reserve metabolic process (GO:0006112),1.0,-0.6315165269594702,-0.9837130574478363
2528,amide biosynthetic process (GO:0043604),1.0,-0.5812934812858341,-0.9194933107910634
2529,mitochondrial calcium ion homeostasis (GO:0051560),1.0,-0.6347457476287962,-0.9753461496572887
2530,embryonic heart tube morphogenesis (GO:0003143),1.0,-0.5997076398175794,-0.9191403993607222
2531,regulation of vacuole organization (GO:0044088),1.0,0.42980831699907296,0.9178195071246854
2532,regulation of AMPA receptor activity (GO:2000311),1.0,-0.5970385122107377,-0.9195769194547685
2533,protein acylation (GO:0043543),1.0,-0.4109249259489868,-0.6545276870366779
2534,positive regulation of cilium assembly (GO:0045724),1.0,-0.3888575792898127,-0.594843510097783
2535,regulation of signal transduction (GO:0009966),1.0,-0.5665561375030118,-0.9307664026897546
2536,glycoprotein biosynthetic process (GO:0009101),1.0,-0.5942872727284847,-0.9505843198038499
2537,regulation of cellular component organization (GO:0051128),1.0,-0.5122819252285696,-0.8273271353589371
2538,regulation of double-strand break repair (GO:2000779),1.0,-0.5275266968809705,-0.8242091198079293
2539,mRNA export from nucleus (GO:0006406),1.0,-0.5463402193690823,-0.8853215670942983
2540,axon extension (GO:0048675),1.0,0.38791298171452526,0.6716270276055595
2541,neuron projection morphogenesis (GO:0048812),1.0,-0.515199740665878,-0.8318499970872195
2542,negative regulation of translation (GO:0017148),1.0,-0.5067997331938239,-0.8330822565644843
2543,protein stabilization (GO:0050821),1.0,-0.5857694798556279,-0.9618266439122163
2544,regulation of gene silencing by miRNA (GO:0060964),1.0,-0.4204567887953152,-0.6778109829518911
2545,response to reactive oxygen species (GO:0000302),1.0,-0.5704257804169601,-0.9154633342694319
2546,reverse cholesterol transport (GO:0043691),1.0,0.3846033883242243,0.8877850961834884
2547,regulation of potassium ion transmembrane transport (GO:1901379),1.0,-0.5551353912336753,-0.8765339106852009
2548,mitochondrial gene expression (GO:0140053),1.0,-0.418800343244519,-0.6456318573102917
2549,regulation of cellular component biogenesis (GO:0044087),1.0,-0.5590135533678614,-0.8674635901905492
2550,RNA methylation (GO:0001510),1.0,-0.3581722641118788,-0.5621837864322212
2551,RNA export from nucleus (GO:0006405),1.0,-0.5132948913682696,-0.830525817898372
2552,microtubule bundle formation (GO:0001578),1.0,-0.41423247611237257,-0.6587000736435218
2553,positive regulation of telomere maintenance (GO:0032206),1.0,-0.3717886830877137,-0.592570166038085
2554,protein localization to endoplasmic reticulum (GO:0070972),1.0,-0.6408155702463891,-0.9697586001311226
2555,membrane lipid biosynthetic process (GO:0046467),1.0,-0.459523897579787,-0.735439467978406
2556,protein localization to cell junction (GO:1902414),1.0,0.3895251338598907,1.0419237880403232
2557,nucleic acid phosphodiester bond hydrolysis (GO:0090305),1.0,-0.6037572749920441,-0.9574559856169844
2558,response to light stimulus (GO:0009416),1.0,-0.5487784416337771,-0.8740239265004495
2559,3'-phosphoadenosine 5'-phosphosulfate metabolic process (GO:0050427),1.0,-0.5739432819495818,-0.8943896388389433
2560,positive regulation of p38MAPK cascade (GO:1900745),1.0,-0.44560397921467737,-0.6914666480629555
2561,cholesterol homeostasis (GO:0042632),1.0,-0.5608127450386979,-0.9115031002604351
2562,regulation of gene silencing by RNA (GO:0060966),1.0,-0.42135449288825344,-0.6769540993378974
2563,neural crest cell development (GO:0014032),1.0,-0.3133459142113381,-0.4920668961585101
2564,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),1.0,-0.4427546652311518,-0.7080724189774213
2565,protein deubiquitination (GO:0016579),1.0,-0.4637304731179723,-0.7629668873876081
2566,peptidyl-glutamic acid modification (GO:0018200),1.0,-0.5603700116583457,-0.8747920081822795
2567,regulation of aerobic respiration (GO:1903715),1.0,0.3743630513867001,0.8176149225596574
2568,stress granule assembly (GO:0034063),1.0,0.30574789665698754,0.6193911309986534
2569,positive regulation of DNA repair (GO:0045739),1.0,-0.4911819670107233,-0.7738800936587744
2570,fatty acid transport (GO:0015908),1.0,-0.5322307443389215,-0.8113394079509749
2571,regulation of DNA recombination at telomere (GO:0072695),1.0,-0.5489193089744472,-0.8604829250927613
2572,rRNA catabolic process (GO:0016075),1.0,-0.31404502041957405,-0.4812122836099574
2573,response to cAMP (GO:0051591),1.0,-0.6336684252189148,-0.9933569613078734
2574,sodium ion transmembrane transport (GO:0035725),1.0,-0.5646197699556785,-0.9011749779011886
2575,neuron projection extension (GO:1990138),1.0,-0.5718480763853566,-0.8854526296179422
2576,positive regulation of potassium ion transport (GO:0043268),1.0,-0.5594319530447011,-0.8629520834815598
2577,protein deacetylation (GO:0006476),1.0,-0.2811118086992701,-0.4468853664981746
2578,protein dephosphorylation (GO:0006470),1.0,-0.5518973099096235,-0.905009813578042
2579,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059),1.0,-0.6020563554123828,-0.946645676856631
2580,cytoplasmic translation (GO:0002181),1.0,0.4169316019640103,0.9702962569739068
2581,phosphate ion transport (GO:0006817),1.0,-0.5953057683882441,-0.8872191137063064
2582,negative regulation of organelle assembly (GO:1902116),1.0,-0.5838915466167158,-0.9241472864198316
